I
1000 Generated by WorldEditor

1    154 1 0 EGAB Enniskillen St Angelo
112  54.39434336 -007.64755954  54.39423595 -007.64753648
111  54.39428294 -007.64806686
111  54.39414197 -007.64806686
111  54.39417889 -007.64753648
112  54.39391708 -007.64761719  54.39382646 -007.64783050
111  54.39363513 -007.64805533
111  54.39351766 -007.64785356
111  54.39386002 -007.64735200
112  54.39434000 -007.64727705  54.39457832 -007.64736929
112  54.39467901 -007.64757684  54.39475285 -007.64766331
111  54.39489718 -007.64789391
111  54.39512878 -007.64823405
111  54.39590943 -007.64933519
113  54.39656874 -007.65029343
110 3 0.00 120.0000 New Taxiway 8
111  54.39708264 -007.65133771
112  54.39701414 -007.65149415  54.39700789 -007.65167315
111  54.39700997 -007.65170895
111  54.39716003 -007.65166599
112  54.39723714 -007.65179844  54.39725799 -007.65195238
111  54.39729133 -007.65226383
112  54.39693158 -007.65260975  54.39651427 -007.65280748
111  54.39621928 -007.65299285
111  54.39569404 -007.65301254
111  54.39578758 -007.65228340
111  54.39603940 -007.65202388
111  54.39691000 -007.65176435
113  54.39691207 -007.65107959
110 1 0.00 120.0000 New Taxiway 7
111  54.39845169 -007.65331250
111  54.39708264 -007.65133771
111  54.39691207 -007.65107959
112  54.39658309 -007.65060521  54.39648156 -007.65046568
111  54.39659528 -007.65022152
111  54.39682475 -007.64960838
112  54.39698488 -007.64984403  54.39693208 -007.64983706
111  54.39679729 -007.65001222
112  54.39671200 -007.65020058  54.39663077 -007.65038893
111  54.39670794 -007.65047265
113  54.39854600 -007.65310284
110 1 0.00 120.0000 New Taxiway 6
111  54.39941562 -007.65473333
111  54.39845169 -007.65331250
111  54.39854600 -007.65310284
112  54.39913693 -007.65398914  54.39922847 -007.65416069
111  54.39927563 -007.65402250
112  54.39948645 -007.65357458  54.39952806 -007.65346974
111  54.39948923 -007.65337444
112  54.39970282 -007.65369847  54.39958077 -007.65354599
111  54.39956412 -007.65367941
112  54.39937272 -007.65407492  54.39929505 -007.65421787
111  54.39938381 -007.65433700
113  54.39951968 -007.65452576
110 1 0.00 120.0000 New Taxiway 4
111  54.39967743 -007.65552325
111  54.39945249 -007.65590039
112  54.39940862 -007.65634032  54.39950949 -007.65659158
111  54.39953975 -007.65669987
112  54.39941002 -007.65708118  54.39922593 -007.65733677
111  54.39899708 -007.65756171
112  54.39878450 -007.65747578  54.39868029 -007.65725740
111  54.39848483 -007.65675260
111  54.39856611 -007.65662372
112  54.39870783 -007.65668100  54.39883288 -007.65653780
111  54.39870783 -007.65668100
112  54.39870783 -007.65668100  54.39877036 -007.65660940
113  54.39955660 -007.65539064
112  54.39934349 -007.65657002  54.39925179 -007.65632657
111  54.39917468 -007.65644471
111  54.39891833 -007.65673470
112  54.39880996 -007.65686000  54.39870158 -007.65698531
111  54.39873493 -007.65706765
112  54.39882663 -007.65728246  54.39891416 -007.65748294
111  54.39902045 -007.65731468
112  54.39934766 -007.65694593  54.39944979 -007.65680988
113  54.39941019 -007.65673112
110 1 0.00 120.0000 New Taxiway 3
111  54.40297711 -007.65835190
112  54.40273312 -007.65846931  54.40258946 -007.65858689
112  54.40203131 -007.65850743  54.40181771 -007.65823104
111  54.39988867 -007.65539639
112  54.39967743 -007.65552325  54.39951725 -007.65577293
111  54.39955660 -007.65539064
112  54.39964722 -007.65505045  54.39955995 -007.65492064
111  54.39941562 -007.65473333
111  54.39951968 -007.65452576
111  54.40032524 -007.65574812
112  54.40067768 -007.65563857  54.40084889 -007.65530757
112  54.40078975 -007.65524473  54.40076017 -007.65517687
111  54.40099038 -007.65553068
112  54.40086206 -007.65556706  54.40083248 -007.65562713
112  54.40083879 -007.65644002  54.40105899 -007.65680942
111  54.40197286 -007.65814184
112  54.40226920 -007.65796887  54.40239675 -007.65762290
114  54.40240373 -007.65753703  54.40237893 -007.65743072
110 2 0.00 120.0000 New Taxiway 11
111  54.39264113 -007.64810789
112  54.39268870 -007.64870023  54.39284925 -007.64887385
112  54.39308710 -007.64870023  54.39316440 -007.64856746
111  54.39351766 -007.64785356
111  54.39363513 -007.64805533
112  54.39370551 -007.64839385  54.39383038 -007.64859810
111  54.39410986 -007.64904747
111  54.39413959 -007.64902704
111  54.39434771 -007.64937427
111  54.39421094 -007.64956832
111  54.39359848 -007.64833257
112  54.39345577 -007.64839385  54.39340225 -007.64855725
111  54.39330116 -007.64863895
112  54.39334279 -007.64901683  54.39342009 -007.64913938
112  54.39346766 -007.64927215  54.39341414 -007.64953768
112  54.39331306 -007.64911895  54.39333684 -007.64899640
112  54.39309899 -007.64895555  54.39311088 -007.64901683
112  54.39290871 -007.64958874  54.39282546 -007.65001768
112  54.39261734 -007.65015045  54.39261140 -007.65015045
112  54.39274221 -007.64969087  54.39303953 -007.64928236
111  54.39273032 -007.64902704
113  54.39233192 -007.64862874
110 2 0.00 120.0000 New Taxiway 10
112  54.39489718 -007.64789391  54.39495211 -007.64796729
111  54.39501602 -007.64786113
111  54.39525708 -007.64738944
111  54.39536394 -007.64753713
112  54.39515639 -007.64796071  54.39507505 -007.64814067
113  54.39512878 -007.64823405
130 Airport Boundary 2
111  54.39136797 -007.65055241
111  54.39119306 -007.64731245
111  54.39335442 -007.64272072
111  54.39717741 -007.64443720
111  54.39675263 -007.64690484
111  54.39869826 -007.65003880
111  54.39873970 -007.64918724
111  54.39897647 -007.64870728
111  54.39924614 -007.64859893
111  54.40077552 -007.65171155
111  54.40152451 -007.65271438
111  54.40302434 -007.65475874
111  54.40296187 -007.65544543
111  54.40324922 -007.65641109
111  54.40346161 -007.65795614
111  54.40351158 -007.65829949
111  54.40321174 -007.65881451
111  54.40259956 -007.65905056
111  54.40217478 -007.65995184
111  54.39798948 -007.65777472
111  54.39870284 -007.65540199
111  54.39830243 -007.65428520
111  54.39728528 -007.65300356
111  54.39551579 -007.65351382
111  54.39391663 -007.65196897
111  54.39321699 -007.64975898
113  54.39169280 -007.65166859
120 Linear Feature 47
111  54.40290268 -007.65647082 4
115  54.40275673 -007.65636867
120 Linear Feature 59
111  54.39587721 -007.64642717 4
115  54.39577458 -007.64626748
120 Linear Feature 58
111  54.39760930 -007.64863626 1
115  54.39759706 -007.64852952
120 Linear Feature 57
111  54.39757257 -007.64858172 1
115  54.39763743 -007.64857783
120 Linear Feature 56
112  54.39601472 -007.64632847  54.39601451 -007.64632847 1
115  54.39600075 -007.64633356
120 Linear Feature 55
111  54.39601154 -007.64634810 1
115  54.39600456 -007.64631684
120 Linear Feature 54
111  54.39601747 -007.64629641 1
115  54.39600922 -007.64629940
120 Linear Feature 53
112  54.39601432 -007.64630909  54.39601432 -007.64630872 1
115  54.39601182 -007.64628727
120 Linear Feature 50
111  54.39673130 -007.65016227 4
115  54.39664877 -007.65006382
120 Linear Feature 49
111  54.39384889 -007.64609332 4
115  54.39358524 -007.64556174
120 Linear Feature 48
111  54.39756337 -007.64891283 4
115  54.39750136 -007.64876786
120 Linear Feature 46
111  54.40247219 -007.65861306 4
115  54.40226920 -007.65796887
120 Linear Feature 45
112  54.39969855 -007.65526948  54.39969855 -007.65526726 1
115  54.39970243 -007.65521835
120 Linear Feature 44
111  54.39971667 -007.65525170 1
115  54.39968820 -007.65524503
120 Linear Feature 43
111  54.39973996 -007.65533617 1
115  54.39973867 -007.65529171
120 Linear Feature 42
111  54.39975420 -007.65531394 1
115  54.39972443 -007.65531172
120 Linear Feature 41
111  54.39976973 -007.65535395 1
115  54.39976326 -007.65539397
120 Linear Feature 40
111  54.39978137 -007.65537841 1
115  54.39975161 -007.65536952
120 Linear Feature 39
111  54.39243052 -007.64860273 1
115  54.39237504 -007.64860273
120 Linear Feature 38
111  54.39250618 -007.64845547 1
115  54.39245322 -007.64846414
120 Linear Feature 37
112  54.39254905 -007.64836452  54.39254653 -007.64836452 1
115  54.39249105 -007.64836885
120 Linear Feature 36
111  54.39259948 -007.64828222 1
115  54.39253896 -007.64827789
120 Linear Feature 35
111  54.39256418 -007.64835586 1
115  54.39257679 -007.64822159
120 Linear Feature 34
111  54.39251879 -007.64842082 1
115  54.39252383 -007.64831254
120 Linear Feature 33
111  54.39246078 -007.64852044 1
115  54.39247844 -007.64840783
120 Linear Feature 32
111  54.39239522 -007.64865471 1
115  54.39240783 -007.64852910
120 Linear Feature 31
111  54.39526016 -007.64742429 1
116  54.39525593 -007.64743777  54.39525533 -007.64743881
120 Linear Feature 30
111  54.39526378 -007.64743673 1
115  54.39524869 -007.64742844
120 Linear Feature 29
111  54.39527827 -007.64747614 1
115  54.39528129 -007.64744295
120 Linear Feature 28
111  54.39528793 -007.64746784 1
115  54.39527404 -007.64745954
120 Linear Feature 27
111  54.39530604 -007.64751347 1
115  54.39530604 -007.64749169
120 Linear Feature 26
111  54.39531329 -007.64750413 1
115  54.39529880 -007.64750310
120 Linear Feature 25
111  54.39533079 -007.64756488 1
115  54.39532898 -007.64753999
120 Linear Feature 24
111  54.39534106 -007.64754999 1
115  54.39531971 -007.64755488
120 Linear Feature 23
111  54.39656993 -007.65035854 1
115  54.39655239 -007.65035478
120 Linear Feature 22
111  54.39656481 -007.65037987 1
115  54.39656262 -007.65033219
120 Linear Feature 21
112  54.39656846 -007.65044512  54.39656773 -007.65044512 1
115  54.39655093 -007.65044637
120 Linear Feature 20
111  54.39656335 -007.65046645 1
115  54.39655824 -007.65042379
120 Linear Feature 19
111  54.39656627 -007.65052918 1
115  54.39654947 -007.65053044
120 Linear Feature 18
111  54.39656116 -007.65055177 1
115  54.39655605 -007.65050911
21  54.40242611 -007.65610290 2 140.5800 3.0 15  PAPI-4L
21  54.39578778 -007.64854336 2 320.5900 3.0 33  PAPI-4L
14  54.39579000 -007.64399600  29.53 0 ATC Tower
15  54.39487500 -007.64373800 320.00 Apron
15  54.39308200 -007.64691800  43.00 Helipad
19  54.39413670 -007.64700114 0 WS
54 12320 RDO
99
